Name,senolytic,Anti-aging Probability,BalabanJ,Chi2v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,FpDensityMorgan3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Kappa3,MaxAbsPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MolMR,MolWt,PEOE_VSA12,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA9,SMR_VSA10,SMR_VSA4,SMR_VSA7,SMR_VSA9,SlogP_VSA1,VSA_EState2,VSA_EState5,VSA_EState7
Epirizole,0,0.08151975,2.546127368,3.591571712,0,0,0,0,17.70831595,2.411764706,-2.11,17,220.147,2.197931357,0.480856304,0.436851852,0.256829095,61.732,234.259,11.75997667,0,4.983978521,0,19.91352308,0,0,23.52059013,17.70831595,9.473725908,8.534722222,1.532091837,0
Diprophylline,0,0.032466818,2.736464368,4.111303225,23.95985865,14.69560176,0,17.70863434,0,2.611111111,-1.93,18,240.134,1.749041445,0.393614252,0.042106954,0.331703435,63.3076,254.246,0,5.689743398,9.778515705,0,25.58292483,11.16387794,14.09534397,27.16540474,0,11.24901029,27.66415186,0,0.383370654
Triamterene,0,0.23370634,2.30783167,3.962739104,0,0,0,17.58406484,16.85780593,2.210526316,-2.96,19,242.181,1.864065047,0.381809299,0.047371399,0.223667901,73.8012,253.269,5.948339281,0,9.967957042,0,0,28.74794278,0,30.33183534,11.25737949,17.20100243,16.40289809,0.508835401,0
Dapsone,0,0.03197956,2.496128967,5.591190592,9.837253136,8.417796984,0,9.790966951,11.37477255,1.235294118,-2.01,17,236.211,2.236161414,0.398727729,0.218955026,0.206091805,67.1606,248.307,9.837253136,0,8.417796984,0,9.790966951,21.21202569,0,48.53093655,0,11.46733495,0.437910053,0,0
Troleandomycin,0,0.11397346,1.815385299,17.05212281,120.4795868,23.97268592,0,37.37757737,6.420821623,1.824561404,-2.73,57,746.443,11.30975392,0.46195519,0.161811021,0.311082936,202.265,813.979,0,23.87722115,0,0,48.90040044,29.6604661,29.58953023,0,0,0,67.41742714,-5.691503508,-7.351379628
Pyrimethamine,0,0.10017222,2.613511657,4.085622272,0,0,0,5.948339281,10.84049609,2.352941176,-1.81,17,235.613,2.313468447,0.383006751,0.205614379,0.221726794,70.6808,248.717,5.948339281,0,4.983978521,0,5.693927995,23.36714195,0,34.98202958,11.12690298,11.46733495,8.197384732,0.605311092,0.744920399
Hexamethonium dibromide dihydrate,0,0.016340127,3.232833861,6.442075327,0,0,0,0,0,1,-0.08,14,172.146,11.92,0.330914819,1.106481481,0.077992859,64.2668,202.386,0,0,0,0,55.37554471,0,0,0,0,0,0,0,5.547942177
Diflunisal,0,0.22541662,2.575667364,3.661249035,23.3532588,18.68189467,0,16.69035448,6.066367068,2.388888889,-2.43,18,242.136,2.151301298,0.507052124,0.068425926,0.338991799,60.4181,250.2,0,5.969305288,13.57536728,0,0,5.969305288,0,53.59609558,16.87641482,0,10.83059372,-3.239671622,0
Niclosamide,0,0.27357438,2.273996756,4.880490063,10.83049078,20.01538285,0,32.7330025,0,2.523809524,-2.31,21,319.059,3.418854545,0.507119704,0.013025794,0.270570702,79.1764,327.123,0,0,0,0,21.19678213,40.48383206,0,62.1212388,5.749511833,5.316788604,22.04105824,-0.874363715,0
Procaine hydrochloride,0,0.007289078,2.369457579,3.784810382,0,4.794537184,0,5.969305288,17.85771973,2.352941176,-1.55,17,216.155,4.443998046,0.460732266,0.294299887,0.3376672,68.9249,236.315,0,5.969305288,4.794537184,0,5.563451492,11.65669156,0,29.82891977,0,5.733667477,13.83719062,-0.294299887,0
Moxisylyte hydrochoride,0,0.022542967,2.98048896,5.555613051,0,4.794537184,0,5.969305288,18.27429984,2.4,-1.55,20,254.18,4.851302195,0.491948778,0.301775678,0.307533751,80.626,279.38,0,5.969305288,0,0,0,5.969305288,0,23.25963712,11.49902367,9.473725908,13.1979728,1.485887199,0
Betazole hydrochloride,0,0.009449081,2.500248652,1.604248785,0,0,0,0,6.544756406,3.125,-0.83,8,102.076,1.069113914,0.330083223,0.671481481,0.063415598,31.3461,111.148,0,0,0,0,5.693927995,0,5.733667477,17.95713863,0,5.733667477,0,0,2.661203704
Isoxicam,0,0.0269635,2.08682722,6.880515792,21.68963575,18.31886156,0,21.97383706,5.760247419,2.695652174,-2.81,23,322.237,2.343543845,0.504861549,0.061268004,0.27757919,80.8093,335.341,0,0,8.417796984,0,4.895483476,27.50749853,0,47.35257357,0,5.316788604,12.31714611,-0.626903785,0
(S)-Naproxen,0,0.019946935,2.478964439,4.032443981,11.88721133,4.794537184,0,0,0,2.470588235,-2.03,17,216.151,2.228492727,0.496745104,0.484720674,0.310185725,66.5508,230.263,0,5.969305288,0,0,13.02770359,16.74175372,0,41.9616539,5.749511833,4.736862954,10.91624473,-0.489910741,0
Naphazoline hydrochloride,0,0.015072629,2.022447584,4.070240328,0,0,0,0,0,2.8125,-1.83,16,196.168,1.668193037,0.371699426,0.916765322,0.100862089,67.9567,210.28,0,0,0,0,6.544756406,16.60806821,4.992404733,48.02802097,0,5.316788604,4.443330971,1.121623205,0.918009259
Ticlopidine hydrochloride,0,0.027376488,1.74122514,5.828947006,0,0,0,0,0,3,-0.83,17,249.681,2.391476886,0.294377523,0.878347742,0.045052973,73.589,263.793,0,0,0,11.33678588,0,22.93772577,0,56.7385816,0,0,4.024452423,0,1.178028392
Amyleine hydrochloride,0,0.009340025,2.719885911,4.796787417,5.601050811,4.794537184,0,5.969305288,5.563451492,2.352941176,-1.35,17,214.159,4.191373716,0.454421681,0.252962963,0.338208474,69.1075,235.327,0,5.969305288,4.794537184,0,5.563451492,5.969305288,0,35.89528683,0,0,13.98947515,-0.252962963,0.795390448
Lidocaine hydrochloride,0,0.013480105,2.680267656,4.27637497,0,4.794537184,0,5.907179729,6.544756406,2.176470588,-1.35,17,212.167,3.858200815,0.324484605,0.061203704,0.238066132,72.3337,234.343,5.907179729,0,0,0,6.544756406,11.594566,0,29.32600419,0,5.316788604,13.99245748,0.061203704,0
Mupirocin,0,0.055617616,1.61507222,10.21499274,36.35447613,24.90865655,0,30.46456649,38.04933333,2.342857143,-1.52,35,456.277,10.55025967,0.48123039,0.016026538,0.330184679,128.6542,500.629,0,11.93861058,4.794537184,0,43.73359587,11.93861058,11.83581209,11.64912464,0,0,22.51096572,-1.421955429,4.614026473
Carbamazepine,0,0.055617616,2.30525079,4.124612648,6.031114512,4.794537184,0,0,0,1.722222222,-2.55,18,224.178,1.569155278,0.350883837,0.473518519,0.323422196,73.5344,236.274,0,6.031114512,4.794537184,0,11.37477255,29.55792728,5.733667477,59.65783953,0,10.63357721,13.29926682,0,3.994259259
Triflupromazine hydrochloride,0,0.01979478,1.990816912,7.142293954,11.73975001,13.17124514,0,0,12.23214268,2.416666667,-1.66,24,333.273,3.542842364,0.415986985,0.598295645,0.339581096,92.186,352.425,0,6.176298517,0,0,16.93822404,23.1366575,0,48.02802097,0,4.899909731,6.040320531,0,-3.450739678
Mefenamic acid,0,0.013902059,2.402484301,4.223207606,5.969305288,4.794537184,0,5.563451492,5.687386275,2.388888889,-2.29,18,226.17,2.348382974,0.477583341,0.276301965,0.337309746,72.6,241.29,0,5.969305288,4.794537184,0,11.25083777,17.34407784,0,59.15492395,0,5.316788604,11.12383188,-0.927401738,0
Acetohexamide,0,0.060086645,1.99835849,7.176860293,16.05440567,18.00687135,0,16.72056925,5.563451492,2.181818182,-1.89,22,304.242,4.300874901,0.334590454,0.031517477,0.328409891,82.1727,324.402,0,6.031114512,17.93442903,0,4.895483476,21.83765061,0,29.82891977,0,10.03888347,22.95108672,-0.14634381,4.996585067
Sulpiride,0,0.013795364,2.142929257,7.103188954,10.02329115,13.21233417,0,16.3661147,18.33610907,2.826086957,-1.64,23,318.249,4.213284758,0.495922992,0.111573051,0.254644971,86.9694,341.433,10.02329115,0,13.55677072,0,17.56873251,15.93047088,5.138973738,23.7625527,5.749511833,15.1926253,14.6161814,-0.051877178,2.167732578
Benoxinate hydrochloride,0,0.009522487,2.556549888,5.117422291,0,4.794537184,0,5.969305288,30.21411353,2.545454545,-1.75,22,280.198,5.934584386,0.491407395,0.340279956,0.337806914,89.3279,308.422,0,5.969305288,4.794537184,0,17.85771973,11.65669156,0,23.7625527,5.749511833,10.47053043,14.26312408,0.207537557,2.004939035
Oxethazaine,0,0.08663207,2.01032908,10.28939186,0,14.69560176,0,49.13336115,0,1.382352941,-2.7,34,426.326,7.958676136,0.395044065,0.075574126,0.23645782,137.5158,467.654,11.81435946,0,0,0,19.69639478,11.81435946,0,71.79057367,0,0,31.49144262,-0.151148252,1.455205821
Pheniramine maleate,0,0.005490564,2.236037923,4.809823566,0,0,0,0,5.917906046,2.333333333,-1.67,18,220.19,3.409001763,0.309364732,0.384074074,0.04783434,75.693,240.35,0,0,0,0,0,0,0,65.98515961,0,0,6.735993008,0.384074074,2.967222222
Tolazoline hydrochloride,0,0.008412978,2.036479851,2.917566608,0,0,0,0,0,2.75,-1.31,12,148.124,1.642164995,0.371699739,0.932705263,0.100839066,50.4507,160.22,0,0,0,0,6.544756406,5.835619786,4.992404733,35.89528683,0,5.316788604,4.336519274,1.126111111,0.945277778
Morantel tartrate,0,0.013325148,2.111112142,4.763919764,0,0,0,0,0,3,-1.09,15,204.213,2.476442727,0.359919044,0.96571027,0.122717147,67.639,220.341,0,0,0,11.33678588,0,23.24842577,4.992404733,27.96304863,0,0,8.041477702,1.105601852,5.462813917
"(R,S) Homatropine hydrobromide",0,0.03032926,1.597512072,5.893986032,12.07327168,9.901064579,0,6.103966388,17.64713315,2.45,-1.39,20,254.18,2.579679508,0.460076591,0.046701625,0.339426312,75.0888,275.348,0,5.969305288,4.794537184,0,0,5.969305288,0,35.89528683,0,0,14.44189531,-0.523006425,2.940751977
Nifedipine,0,0.052230854,2.803490088,5.434451729,22.77982767,19.70339264,0,22.39704683,11.39407863,1.96,-3.16,25,328.195,3.232043294,0.465580031,0.127592593,0.335978302,88.4051,346.339,0,11.93861058,9.589074368,0,36.20702124,17.62599685,0,62.48352572,0,5.316788604,35.57659006,-2.326983182,0
Chlorpromazine hydrochloride,0,0.015543648,1.943763266,7.010513421,0,0,0,0,0,2.619047619,-1.16,21,299.721,3.203270439,0.339550851,0.797537688,0.056730031,92.194,318.873,0,0,0,0,11.37477255,34.73759739,0,47.48720279,0,4.899909731,7.222372038,0,1.122970522
Diphenhydramine hydrochloride,0,0.013070785,2.144605562,4.87547377,0,0,0,6.103966388,0,1.736842105,-1.64,19,234.193,4.194495435,0.367459863,0.016064815,0.107596045,79.233,255.361,0,0,0,0,6.606881965,0,0,71.79057367,0,0,2.131990741,0,0.016064815
Minaprine dihydrochloride,0,0.022201229,1.577532822,5.508012799,0,0,0,0,0,2.636363636,-1.98,22,276.214,3.808913143,0.378792718,0.83790274,0.15118031,87.9537,298.39,0,0,0,10.19736362,18.90769192,5.817862778,0,41.9616539,11.25737949,5.316788604,2.400396878,0.868463483,0
Miconazole,0,0.030792164,1.826992247,7.147961781,0,0,0,6.103966388,33.24217163,2.32,-1.23,25,402.023,4.900741947,0.366866556,0.286378338,0.102252187,102.681,416.135,0,0,4.983978521,0,19.47895845,46.40375956,0,86.33664587,0,0,4.065089054,0,5.034549642
Isoxsuprine hydrochloride,0,0.03978781,1.82181076,5.516815668,6.103966388,10.21305479,0,17.83319349,6.606881965,2.272727273,-2.04,22,278.202,4.755362428,0.507966618,0.099047357,0.118875834,87.0633,301.386,0,0,0,0,6.103966388,0,0,60.16075511,11.49902367,10.05365156,0,1.031553253,-0.63909696
Acebutolol hydrochloride,0,0.03919513,2.7300915,6.093077729,6.103966388,14.69560176,0,24.33914747,29.96592763,2.583333333,-1.92,24,308.208,7.103162169,0.490079574,0.084861612,0.223858453,94.6247,336.432,5.907179729,0,0,0,5.563451492,17.37781095,0,23.7625527,5.749511833,15.37044016,23.47522497,0.154468156,0.521818729
Tolnaftate,0,0.04885778,1.79892403,5.624187864,0,0,0,0,5.174562443,2.454545455,-2.39,22,290.282,3.096627285,0.431533102,0.43137141,0.268649456,96.756,307.418,0,0,0,0,0,33.85227059,0,72.29348924,5.749511833,9.636772685,1.872543462,0.752965797,0
Todralazine hydrochloride,0,0.01584536,2.157227007,3.250896926,6.093240071,4.794537184,0,0,12.42474474,3.058823529,-2.37,17,220.147,2.599638454,0.448647072,0.314215561,0.425479713,63.3184,232.243,0,6.093240071,10.22032858,5.098681808,12.80372554,22.68355128,0,30.46231185,0,10.85158279,11.10843522,0.482549131,1.104129897
Imipramine hydrochloride,0,0.006615393,1.946085728,6.065891942,0,0,0,0,0,1.904761905,-1.8,21,256.223,3.108345481,0.340990812,1.075601852,0.044296113,90.469,280.415,0,0,0,0,0,11.37477255,0,59.65783953,0,4.899909731,4.774600813,0,3.448812516
Sulindac,0,0.035544395,2.101112058,7.324799608,16.76887433,13.39385072,0,12.23804246,11.13655602,2.44,-2.53,25,339.282,3.464319258,0.48098578,0.145455331,0.30734864,97.8922,356.418,0,5.969305288,4.390415048,0,6.420821623,33.9911035,0,70.54524933,0,0,11.93088448,-1.327725827,3.427540704
Amitryptiline hydrochloride,0,0.016785491,2.065949703,6.02404445,0,0,0,0,0,1.904761905,-1.86,21,254.227,3.084627321,0.309091689,1.08829554,0.001013763,90.542,277.411,0,0,0,0,0,5.57310453,0,76.86076262,0,0,2.24163785,0,5.782145849
Adiphenine hydrochloride,0,0.023599297,2.100388223,5.448759936,0,4.794537184,0,11.88721133,6.606881965,1.826086957,-2.13,23,286.225,4.931558835,0.463614163,0.185596183,0.317472233,93.474,311.425,0,5.969305288,0,0,0,5.969305288,0,71.79057367,0,0,14.90490835,-0.552167423,0
Dibucaine,0,0.05623634,2.14693751,6.010001494,0,4.794537184,0,5.907179729,24.5950782,2.68,-2.14,25,314.239,5.426678055,0.477631579,0.077687364,0.251714533,102.2672,343.471,5.879988336,0,4.983978521,0,17.68703417,16.81010466,0,35.89528683,5.879988336,10.05365156,19.48268418,0.437167186,2.033917131
Prednisone,0,0.012383786,1.760537043,9.015459919,28.82115866,24.59666634,0,35.74102965,12.84164325,2.692307692,-1.59,26,332.226,2.014452934,0.388464101,0.020550214,0.189641824,94.0486,358.434,0,0,0,0,0,17.34973484,28.58369908,23.80116485,0,0,37.39263463,-0.590174979,7.823372283
Thioridazine hydrochloride,0,0.045015533,1.630338086,8.937397847,0,0,0,0,0,2.76,-1.1,25,344.379,3.574511598,0.339549989,0.724698733,0.056359748,110.68,370.587,0,0,0,11.76188495,11.37477255,34.89854245,0,42.46456948,0,4.899909731,9.229017227,0,7.480765379
Diphemanil methylsulfate,0,0.035144847,2.055589648,6.593549251,0,0,0,0,0,1.571428571,-1.86,21,254.227,3.24850071,0.327946766,1.139245402,0.082017079,89.9824,278.419,0,0,0,0,27.18485678,5.57310453,0,77.3636782,0,0,0,0,2.401035525
Trimethobenzamide hydrochloride,0,0.07316472,1.980099996,6.392380782,0,4.794537184,0,5.907179729,35.96362536,2.071428571,-2.93,28,360.24,5.785836539,0.492688848,0.230960577,0.251326501,107.7592,388.464,5.749511833,0,0,0,21.32939262,5.907179729,0,47.52510539,22.99804733,24.26424042,14.59621232,1.899049474,0
Metronidazole,0,0.021781173,3.032858934,2.29596592,4.923311049,10.11431827,0,18.96950115,5.824404498,3,-1.43,12,162.084,1.424127174,0.392286935,0.081898148,0.342429703,40.7042,171.156,0,5.817862778,9.551078169,0,6.606881965,5.817862778,0,22.13556634,0,0,13.62142668,0.455833333,1.185509259
Fulvestrant,0,0.21866938,1.15060473,14.88883284,35.74003997,36.37402852,0,17.27181046,41.59481125,2.292682927,-1.22,41,559.406,7.655620742,0.507956031,0.019499234,0.452728834,152.652,606.782,0,12.09882769,0,0,6.103966388,10.79956904,23.16870861,29.32600419,5.749511833,0,0,-1.914025678,5.973151197
Edrophonium chloride,0,0.014337031,3.026535165,3.521076475,0,5.106527395,0,0,5.749511833,2.5,-1.02,12,150.116,1.768897811,0.507726701,0.339953704,0.135630193,52.2898,166.244,0,0,0,0,20.64010037,5.687386275,0,24.26546827,5.749511833,4.483030858,0,0.339953704,0
Moroxidine hydrochloride,0,0.01812472,2.34421104,2.486702527,0,0,0,11.91910914,26.30327674,2.416666667,-1.3,12,158.1,2.38707483,0.377773892,0.172037037,0.197559708,45.1685,171.204,0,0,0,0,13.21376393,11.91910914,5.733667477,0,0,11.05045608,1.782638889,-0.030285336,0
Baclofen,0,0.011463797,2.782977188,3.518475378,5.969305288,4.794537184,0,12.33872767,11.56738972,2.428571429,-1.06,14,201.568,3.013215144,0.481213681,0.053702759,0.303512496,55.5002,213.664,0,5.969305288,0,0,6.420821623,17.57024518,5.733667477,34.85155308,0,5.733667477,10.52724693,-0.972067901,0.053702759
Acyclovir,0,0.1338675,2.360787751,3.098693096,0,4.794537184,0,36.96888757,5.647177221,3.1875,-1.93,16,214.12,1.877230867,0.393978674,0.029081659,0.279985732,55.5989,225.208,5.948339281,0,4.983978521,0,19.541084,17.11221722,0,16.68112415,0,11.29293437,21.61090616,0.029081659,1.434246977
Diazoxide,0,0.020567097,2.767159253,5.002019001,10.02329115,8.417796984,0,4.895483476,16.54563937,2.857142857,-1.07,14,223.62,1.486092875,0.26705603,0.120925926,0.264503635,54.5425,230.676,0,0,13.41020172,0,5.687386275,33.1472371,4.992404733,23.22173452,0,4.722094864,4.171195988,0.360946712,0
Amidopyrine,0,0.027066177,2.730260473,4.304556105,0,4.794537184,0,5.559266895,0,2.176470588,-1.97,17,214.163,1.753335506,0.371680832,0.015,0.294716387,70.074,231.299,0,0,4.681802935,0,11.38131427,5.687386275,7.047671983,46.37956742,5.687386275,10.45917663,14.21120748,0,0
Busulfan,0,0.053601146,3.4084654,6.047206724,20.23625372,16.83559397,0,13.21376393,12.84164325,1.285714286,-0.18,14,232.194,11.82,0.270318833,0.047574641,0.263887109,50.8256,246.306,0,0,0,0,25.7253023,20.23625372,0,0,0,0,0,0,2.782921023
Pindolol,0,0.015130729,1.914309542,4.722831932,6.103966388,5.106527395,0,0,19.1934792,2.944444444,-1.52,18,228.166,3.243906862,0.490135141,0.295648148,0.12830421,72.9392,248.326,0,0,0,0,0,10.90292493,0,30.46231185,5.749511833,10.05365156,3.132826301,0.803099017,1.384687657
Khellin,0,0.2351084,2.682277624,4.155321386,0,4.794537184,0,5.428790392,39.1977598,2.526315789,-2.43,19,248.149,1.510334657,0.49505319,0.169444444,0.205802714,70.097,260.245,5.749511833,0,0,0,25.86898229,21.93848871,0,34.37947213,11.49902367,14.9025163,12.1868065,1.341351096,1.519761905
Zimelidine dihydrochloride monohydrate,0,0.018055337,2.398741514,5.544311546,0,0,0,0,0,2.473684211,-1.45,19,300.094,4.012444278,0.305715371,0.903067012,0.03459413,84.012,317.23,0,0,0,0,0,21.50304843,0,70.46753216,0,0,6.360083302,0,5.942893453
Azathioprine,0,0.06489012,2.083457966,4.599498219,4.923311049,10.11431827,0,5.817862778,21.2157979,3,-2.49,19,270.213,1.908866071,0.395838135,0.199261149,0.357726978,65.6691,277.269,6.327320075,5.817862778,14.95193556,0,6.327320075,28.74362567,7.047671983,29.09627849,0,0,29.20436996,-0.199261149,4.273325381
Lynestrenol,0,0.096705794,1.655781671,8.288742103,5.601050811,5.106527395,0,5.414990469,5.917906046,2.857142857,-0.74,21,256.219,1.749988433,0.37703387,0.028967191,0.130335492,85.4858,284.443,0,0,0,6.423349896,0,0,29.08661465,11.64912464,12.34378421,0,0,5.981779809,19.40041188
Guanabenz acetate,0,0.029201293,2.852449543,3.233411496,0,0,0,5.959554569,15.60871812,2.5,-1.26,14,223.022,2.901235761,0.368703414,0.245901833,0.206073339,59.1058,231.086,5.959554569,0,5.425791397,0,16.25986721,35.37603493,10.835075,33.80781932,0,11.15945887,0,-0.245901833,1.408796296
Disulfiram,0,0.033211168,4.041784406,6.440025307,0,0,0,0,0,1.1875,0.48,16,276.392,5.702690372,0.357394102,0.920839002,0.1469513,86.22,296.552,0,0,0,0,0,54.66461101,0,0,0,0,4.329057067,0,0
Acetylsalicylsalicylic acid,0,0.7090191,2.307751762,4.280634647,17.90791586,14.38361155,0,22.62592665,0,1.863636364,-3.15,22,288.17,3.485401979,0.477539526,0.025825775,0.346871818,76.1108,300.266,0,17.90791586,9.589074368,0,0,17.90791586,0,59.65783953,11.49902367,9.473725908,34.31396438,-2.639961656,0
Mianserine hydrochloride,0,0.010986944,1.901766125,5.97573815,0,0,0,0,6.041840829,2.55,-1.8,20,244.212,1.831999373,0.361660673,0.494074074,0.067234683,83.274,264.372,0,0,0,0,6.041840829,5.687386275,0,65.22129102,0,4.899909731,5.062546296,0,1.058592215
Nocodazole,0,0.08151975,1.928544401,5.188039826,6.093240071,9.589074368,0,11.73158423,15.9572994,2.904761905,-2.67,21,290.239,2.632903729,0.452571857,0.04409528,0.413189963,79.8729,301.327,11.73158423,6.093240071,9.778515705,11.33678588,23.02034617,40.19501161,0,46.1524968,0,5.316788604,31.22440188,0.231434896,-0.60746154
R(-) Apomorphine hydrochloride hemihydrate,0,0.35577488,1.32E-07,11.59264122,0,20.42610958,0,22.99804733,12.08368166,1.4,-4,40,500.384,3.7026,0.504244007,0.016274565,0.165212259,155.9732,534.656,0,0,0,0,0,0,0,94.04437963,45.2518533,0,4.775154951,-0.043437736,3.878513794
Amoxapine,0,0.026455777,1.884089778,5.819162265,0,0,0,0,5.022633314,2.727272727,-2.04,22,297.66,2.445670743,0.454323131,0.69087089,0.15264514,88.6077,313.788,0,0,4.992404733,0,5.563451492,23.12394595,4.992404733,53.05065428,11.49902367,10.05365156,7.165216049,2.506286612,0
Cyproheptadine hydrochloride,0,0.3647776,1.963148082,6.289663547,0,0,0,0,0,1.772727273,-2.12,22,266.238,2.318126827,0.305731265,1.163289399,0.001599538,94.565,287.406,0,0,0,0,0,17.72514474,0,76.35784704,0,0,2.427401738,0,6.871388889
Famotidine,0,0.035410725,2.294960787,6.822164153,10.20932917,8.417796984,0,18.21599598,16.63726569,2.85,-1.37,20,322.336,7.275833665,0.369771174,0.040676623,0.296949614,82.3324,337.456,5.13155848,0,10.12295226,11.33678588,5.693927995,50.23473283,21.59871342,11.07399077,0,21.32840356,8.014027386,1.010084771,0.269833213
Danazol,0,0.07531231,1.53198467,9.394049305,5.601050811,5.106527395,0,10.82998094,17.75371814,2.84,-1.53,25,310.247,1.792760336,0.37703387,0.113574184,0.162309704,96.3528,337.463,0,0,0,6.423349896,6.196843572,6.076020107,28.58369908,23.09364701,12.34378421,0,0,5.637484822,17.38685601
Nicorandil,0,0.0705596,2.282270099,2.554431628,5.086619043,14.90885545,0,19.0588181,5.563451492,3.066666667,-2.18,15,202.105,4.028918379,0.35004699,0.078082955,0.294060895,49.5166,211.177,0,0,0,10.11431827,5.563451492,5.907179729,0,40.20419104,0,5.316788604,28.86930189,-0.337918556,2.954682548
Pioglitazone,0,0.068537496,1.469212241,7.01660444,0,9.589074368,0,16.39632947,13.02770359,2.48,-2.34,25,336.287,4.823773952,0.493193237,0.211186929,0.285945687,97.8777,356.447,5.907179729,0,0,0,11.85681999,22.90827639,0,59.41587696,5.749511833,10.05365156,27.1917819,0.574490168,4.194767396
Nomifensine maleate,0,0.007489624,2.107473718,5.075040275,0,0,0,0,5.917906046,2.611111111,-1.8,18,220.19,1.888074235,0.398457076,0.43375,0.036224075,75.4734,238.334,0,0,0,0,0,5.687386275,0,65.22129102,0,5.733667477,2.343611111,0.43375,0
Aliskiren hemifumarate,0,0.04352814,2.867822382,11.90730185,29.38588346,14.69560176,0,30.70856985,37.05151526,2.230769231,-2.36,39,498.345,11.72902053,0.492869666,0.00829175,0.224358273,154.5433,551.769,11.81435946,0,0,0,25.23563636,11.81435946,40.55394961,23.7625527,11.49902367,26.25784947,24.54594313,0.792422145,1.560203674
Oxandrolone,0,0.15817435,1.649105231,9.290412182,5.601050811,9.901064579,0,16.79928623,36.69932777,2.545454545,-0.57,22,276.206,1.748889782,0.465063176,0.004974529,0.305604321,84.0758,306.446,0,5.969305288,0,0,12.20793278,5.969305288,34.50160512,0,0,0,11.68367006,2.555923131,7.479734833
Naloxone hydrochloride,0,0.044847906,1.79694801,7.561281112,17.12000767,15.00759197,0,17.57459761,31.43279832,3.041666667,-1.85,24,306.212,1.380969053,0.504246433,0.040783048,0.173963021,87.2706,327.38,0,0,0,6.578935684,11.01604128,5.783244946,0,35.91459291,11.49902367,4.736862954,14.90999961,0.528229167,3.346120769
